0x0001	 [X]
0x098F	[09][10][0A][NL][0B][10][02][NL][0D][10][04][NL][09]Um[16]... [16]Is there anything I can do[NL]to help? I feel so[16]...[X][16][A][NL]When I was little I used to go[NL]hunting with my grandfather.[A][NL]What I mean is I can[16]--[16][NL]I'm not bad with a bow.[X][A][0B]A bow?[A][09]Uh-huh.[X][A][0B]What do you think, Seth?[A][0D]An archer would come in handy[X][NL]in tight quarters like these.[X][A][NL]With a good bow, we could attack[NL]from afar without fear[16]...[X][16][A][0B]Well, Neimi, can you take[X][NL]orders and keep out of danger?[A][09]I[X][16]... [16]I'll try, Your Highness.[A]
0x0991	[0C][10]3[NL][0C]Huh? Don't know who it is, but it[X][NL]looks like we got guests.[X][A][NL]Let's give 'em a warm welcome, lads![A][NL]Remember, use your axes to hit 'em[NL]from this side of the wall![X][A][NL]They can't hurt what they can't hit![NL]Now, get out there and cut 'em up![A]
0x0995	[09][10][0A][NL][09]C-Colm[16]...[X][16][A][0C][10][0C][NL][0C]What now? I told you not to worry.[A][NL]I could've robbed these bandits blind[X][NL]on my own, thank you very much.[X][A][09][801E][09]I was[X][16]...[X][16][05][NL]worried[X][16]...[X][16][A][0C]H-hold on! I'm sorry![X][NL]C'mon! Don't start bawling![X][A][09][801D][09]Aaah[16]...[X][16]sniff[X][16]...[X][16][A][NL]No more[X][16]...[X][16]dangerous stuff[X][16]...[X][16][NL]by yourself[X][16]...[X][16][A][0C]Fine, fine. I promise.[A][NL]But you have to stop crying[X][NL]all the time. All right?[A][09][801E][09]Uh-huh[16]...[X][16][A][0C][800D][0B]Oh, yeah. Take a[NL]look at this.[X][A][09][800C][0A]Hm?[X][A][0B]I got your mirror back.[X][A][NL]Remember how you cried when we left[X][NL]Lark? You thought you'd lost this.[A][NL]I knew it was your mother's, and I[NL]knew those thugs had taken it.[A][NL]So I went and got it back![A][NL]See what happens when you give[NL]me a job? Guaranteed results![X][A][0A][801D][0A]Colm[16]...[X][16][A][NL]Aa[16]... [16]Waaah[X][16]...[X][16][05][NL]Colm[16]...[X][16][A][0B]Hey! Wh-why are you[X][NL]crying this time?[X][A][NL]C'mon! Stop! Knock it[X][NL]off! Please, Neimi[16]...[X][16][A][08][10][04][NL][08][16]...[X][16]This is quite touching, but[X][16]...[X][16][A][NL]I think you'd best return Princess[NL]Eirika's bracelet to her now.[X][A][0A][11][0D][10][0A][NL][0D][801C][0B][800C][0A]Wh-what are you talking about?[NL]Are you trying to say that I[16]--[16][A][08][800B][15][0A][800C][0A]Whoa! Whoa there! Hold it![NL]It's right here! Take it![X][A][0A][800D][09][16]......[16][A][NL]Tell me, boy, is this the path[NL]you've chosen for your life?[A][NL]If this girl matters to you,[NL]you must quit this dark road.[X][A][0B]Uh, yeah[16]... [16]Right.[A][09]We're leaving. Do not expect[NL]to be rescued again.[A][NL]Farewell.[X][A][0B][16]...[X][16]Hey, wait![A][NL]Let us go with you. You[X][NL]can't just leave us here.[X][A][09]Pardon?[X][A][0B]Neimi and I[X][16]... [16]We've got no home[X][NL]to return to.[X][A][NL]No matter where we go, there's[NL]just gonna be more fighting.[A][NL]You're mercenaries, right?[NL]Well, then take us with you.[A][NL]I'm a handy guy to have around.[X][NL]I know I can help you out.[A][09]I would prefer not, but I'll agree[NL]with Eirika's decision.[X][A][NL]Our duty is a grave one however. We've[NL]no time to waste shepherding you.[X][A] [X][0B]That's fine with us.[A][NL]You just wait[X][16]--[16]I promise you[X][NL]won't regret your decision.[X][A]
0x0996	[09][10][02][NL][0C][10][04][NL][0C]I retrieved your bracelet from[NL]the bandits' stronghold.[A][NL]Here you are, Princess.[X][A][09]Thank you, Seth.[A][NL]You know[16]... [16]Father gave me this[X][NL]bracelet when I was a child.[A][NL]It has only one match in the[NL]world, and my brother wears it.[X][A][0C]Lady Eirika, you must take care never to[NL]lose that bracelet.[X][A][NL]It is the proof that King Fado entrusted[NL]the future of Renais to you, his children.[A][09]Seth[16]... [16]What is it you're[X][NL]not telling me?[X][A][0C][16]...[X][16]I apologize, Your Highness.[X][A][NL]When the time comes, I will tell[NL]you what I know. Until then, I[16]...[X][16][A][09]I see.[A][NL]If you tell me it must wait,[NL]then it can wait. I trust you.[A][0C]Then we should get moving again.[A][NL]We're safe from bandits for now,[NL]but I can't guarantee for how long.[X][A][09]This[16]... [16]This is just the beginning,[X][NL]isn't it?[X][A][NL]If we hope to free our homeland, it[X][NL]will take battle after battle[X][16]...[X][16][A][0C]I'm afraid so, Your Highness.[X][A][NL]The day you and Prince Ephraim win back[X][NL]the freedom and honor of Renais will come.[A][NL]But I fear it lies at the end of a long[X][NL]and treacherous road.[X][A][09]I know. I must fight for that day.[A][NL]In the names of all those I could[X][NL]not save, I'll lead us home.[A][NL]Let's go. My brother awaits![A]
0x0997	[0A][10]K[NL][08][10]%[NL][0C][10]?[NL][1C][0C]General Duessel.[A][08]Selena. Have you been back long?[A][NL]Tell me, how fares the campaign[X][NL]in Renais?[A][0C]Signs of chaos abound.[A][NL]Brigands ride without fear, and[X][NL]the peasants' cries fill the air.[X][A][08]Hmm[X][16]...[X][16][A][NL]If Grado's troops do not enforce public[X][NL]order, the situation will only worsen.[A][NL]And still, His Majesty has given us[X][NL]no orders.[A][NL]Perhaps, just this once, I should[X][NL]take the lead[X][16]...[X][16][A][0A]What could His Majesty be thinking?[X][A][NL]Breaking our long-held alliance with[NL]Renais[16]--[16]invading without warning[16]...[X][16][A][NL]He's never been this way before. He[X][NL]abhors violence.[A][0C][16]......[16][A][0A]And have you noticed the recent[X][NL]promotions? Who are they going to?[A][NL]Certainly not to the soldiers who[X][NL]have Grado's best interests at heart.[X][A][NL]I fear this invasion is the prelude[X][NL]to a much larger war.[X][A][NL]I feel as though His Majesty is no[NL]longer the man we knew him to be.[X][A][0C]Glen, it doesn't matter what any[NL]of us might think of our orders.[A][NL]We are his servants, and we will not[NL]question His Majesty's intentions.[A][0A]I know that, Selena.[NL]And yet[X][16]...[X][16][A][08]That's enough. Both of you.[X][NL]His Majesty summons us.[X][A][NL]Let's hope we can learn a[X][NL]little during our audience.[X][A]
0x0998	[09][10]@[NL][09][16]...[X][16]I appreciate your work in[X][NL]fulfilling your previous orders.[A][NL]You are the hammers that drive[NL]the nails of the empire's will[16]...[X][16][A][NL]You will continue to operate[NL][16]...[X][16]without hesitation[16]...[X][16][A][NL]wherever I send you.[A][0C][10]%[NL][0C]By your command.[A][0C][11][0C][10]?[NL][0C]In Your Majesty's name.[X][A][0C][11][0C][10]K[NL][0C]Yes, sire[X][16]...[X][16][A][0C][11][09][16]...[X][16]However, I know this[16]...[X][16][A][NL]You, my Imperial Three, lack the strength[X][NL]to conquer the remaining nations alone.[X][A][NL]In the invasion of Renais, certain[NL]soldiers performed beyond expectation.[A][NL]I have chosen them to join you as[X][NL]new generals in the empire's service.[X][A][NL][16]...[X][16]Come.[X][A]
0x0999	[09][10]@[NL][09][16]...[X][16]The performance of these[NL]men surpassed even your own.[A][NL]With the addition of these three[16]...[X][16][A][NL]The empire will have six generals[X][NL]strong enough to conquer this land.[X][A][NL]Do you understand?[A][09][11][0C][10]H[NL][0C][17]Heh heh heh[X][16]...[X][16][A][NL][17]I am Riev, given the name[X][NL]Blood Beryl by His Majesty.[X][A][NL]I know I am a newcomer, but[X][NL]I pray for your favor.[A][09][10]%[NL][09][16]...[X][16]Understood.[X][A][09][11][0C][11][0C][10]C[NL][0C]I'm Caellach. I was a mercenary,[NL]fighting in the desert.[X][A][NL]Seems I'm to be called[NL]Tiger Eye[X][16]...[X][16][A][NL]You're a fine-lookin' lass, aren't you?[X][NL]Yeah, I'm gonna love working with you.[A][17][17][09][10]?[NL][09][16]......[16][A][09][11][0C][11][0C][10]B[NL][0C]So we meet again. You know me as General[NL]Valter, but you will call me the Moonstone.[X][A][NL]I'll save you worthless dogs from your[NL]own incompetence. You'll thank me later.[A][0E][10]K[NL][0E][800A][08]Valter[16]... [16]You scum![X][A][0A][10]%[NL][0A]Peace, Glen.[A][0A][11][08][11][0C][11][09][10]@[NL][09]Selena. Caellach. You will[NL]bring me Frelia.[A][0B][10]?[NL][0D][10]C[NL][0B]Yes, sire.[A][0D]Sure. Good as done.[X][A][0B][11][0D][11][15][09]Riev. Duessel. You are charged with[X][NL]the defense of the empire.[A][NL][16]...[X][16]I will speak to you individually[NL]with more details later.[A][0B][10]H[NL][0D][10]%[NL][0B][17]Heh heh heh[X][16]...[X][16][NL][17]Understood, Your Majesty.[X][A][0D]By your command, sire.[A][0B][11][0D][11][0B][10]B[NL][0B]And me?[X][A][09]Valter, Glen[16]...[X][16][NL]I have other duties for you[X][16]...[X][16][A][0D][10]K[NL][0D]Yes, Your Majesty?[A][15][09]Renais has fallen, but Princess Eirika[NL]still eludes us[X][16]...[X][16][A][NL]Her brother, Prince Ephraim, leads[NL]a resistance within our borders.[A][NL]Bring the siblings to me.[X][A][0B]Ha ha[X][16]... [16]Of course.[A][09][11][0D][16]......[16][A]
0x099A	[09][10][0A][NL][0C][10][0C][NL][09]C-Colm[16]...[X][16][A][0C][800E][0C]Neimi?![X][NL]What are you doing here?[A][NL]I told you to wait for me,[NL]didn't I?[X][A][09]I couldn't[16]... [16]It's too dangerous.[X][A][NL]C'mon, let's go home.[X][A][0C][17]We don't have a home! Don't you get it? [NL]Look, just leave everything to me.[A][NL]I can take care of it in a flash, but I don't[X][NL]need a clumsy oaf like you tagging along.[X][A][17][09]But[X][16]...[X][16]but[X][16]...[X][16][A][0C]Oh, this is ridiculous.[X][A][NL]We'll talk later. Don't[X][NL]leave my side, Neimi.[X][A][09]I[X][16]-- [X][16]All right.[A]
0x099B	[8021]Walls[X][8021] with cracks in them can be[X][NL]attacked and destroyed.[X][A][NL]Once a wall is destroyed, you can pass[NL]through the opening you've created.[X][A][NL]When your way seems blocked, be sure[NL]to check all the [X][8021]walls[X][8021].[X][A]
0x099C	The bandits' [X][8021]hand axes[X][8021] can be used[NL]in both [8021]direct[8021] and [X][8021]indirect combat[X][8021].[X][A][NL]They can be wielded like normal axes[NL]in direct, hand-to-hand combat[A][NL]or thrown to strike enemies who are[X][NL]a space away or at an angle to you.[X][A][NL]Like bows, they can also hit enemies[NL]on the [X][8021]other sides of walls[8021].[X][A]
0x099D	The [8021]thief[X][8021] Colm has appeared.[X][A][NL]Thieves can [8021]steal[X][8021] items from[X][NL]other units.[A][NL]Also, they can [X][8021]open the locks[8021] of[X][NL][8021]doors[X][8021] and [X][8021]chests[8021]. Thieves[X][NL]are handy allies to have around.[A]
0x099E	Place the cursor on a unit and press[NL]the [8021]R Button[8021] to display that[NL]unit's [X][8021]status[8021].[X][A][NL]For example, if you select a bandit[X][NL]and press the [8021]R Button[8021], you'll[NL]see that he's carrying a hand axe.[A][02][NL]If you press the [X][8021]R Button[8021] again,[X][NL]you'll see [X][8021]help information[8021] for each[X][NL]item on-screen.[X][A][NL]You can use the [8021]R Button[8021] to see[X][NL]the properties of weapons and items.[A][NL]If there's something you don't [X][NL]understand about [X][8021]unit information[8021], [NL]press the [8021]R Button[8021].[X][A]
0x099F	Bows are [X][8021]ranged weapons[8021].[X][NL]They can be used to attack enemies[NL]who are a space away.[X][A][NL]Additionally, they can be used[NL]to attack over walls.[X][A]
0x09A0	Colm and Neimi are childhood friends.[X][NL]Try moving Neimi next to Colm and[X][NL]have her [X][8021]talk[8021] to him. He[X][NL]may decide to join you.[X][A]
0x09A1	Colm and Neimi have an [X][8021]invisible[X][NL]bond[8021] that ties them together.[X][A][NL]Units that have such a bond can[X][NL]develop a [8021]support relationship[8021].[X][A][02][NL]Units become closer and their bond[NL]stronger the longer they are[NL][8021]adjacent to one another[X][8021].[X][A][NL]Eventually, they will be able to[NL]share a [8021]support conversation[8021].[X][A][02][NL]Units that share a support relationship[X][NL]fight with [X][8021]improved abilities[8021][NL]when they are near each other.[A][02][NL]There are three levels of support[X][NL]units can share: [X][8021]C, B, and A[X][8021].[X][A][NL]Levels are gained by staying[NL]side-by-side as much as possible.[X][A][02][NL]Colm and Neimi are not the only units[X][NL]that can have support relationships.[NL]Eirika and Seth, among others, can [X][NL]grow close to other units as well.[A][02][NL]Watch how characters interact with each[X][NL]other to guess at who might share[X][NL]a support relationship with whom.[X][A][02][NL]If you have two units you think may[X][NL]have such a bond, [8021]place them next[X][NL]to one another again and again[8021].[X][A][NL]Who knows: they may eventually share[NL]a [8021]support conversation[8021].[X][A][02][NL]However, bear in mind that each unit[NL]can have only [8021]5[X][8021] support relationships.[X][A]
0x09A2	Enemy units may sometimes drop items[NL]when they are defeated.[X][A][NL]In the same way you searched for hand[X][NL]axes earlier, try looking at enemy items[NL]with the [X][8021]R Button[8021].[X][A][NL][8021]Green items[X][8021] are items that will be [NL]dropped. Check enemy items beforehand [NL]to gain the advantage in combat.[A]
0x09A3	[0C][10][04][NL][09][10][02][NL][0C]We're approaching Serafew, at the[X][NL]border of Renais and Grado.[X][A][NL]Once we cross, we'll be in Grado[16]...[X][16][05][NL]Renvall won't be much farther.[A][09]That is, assuming we can cross the[NL]border without mishap[X][16]...[X][16][A][NL]Oh![X][NL]Look! Over there![X][A]
0x09A4	[0C][10][04][NL][09][10][02][NL][09]Those strange figures[X][16]...[X][16][05][NL]What[16]... [16]What are they?[A][NL]Are they[16]...[X][16]human?[A][0C]I've never seen anything like[X][NL]it. What could they be?[X][A]
0x09A5	[09][10][10][NL][0C][10][1A][NL][0C]What have we done to deserve the trials[X][NL]before us? What is happening to us?[X][A][NL]How could such abominations walk our lands[NL]while the Sacred Stones protect us?[X][A][09][16]......[16][A][0C]Lute, please, it's dangerous outside[NL]the walls. Stay here in the village.[A][09]Those are revenants, aren't they?[X][A][NL]They were the vanguard of the Demon[X][NL]King in the days of darkness.[X][A][NL]The Tome of Nazania describes them in[X][NL]chapter 2, section 7, paragraph 8.[A][0C]You know of them?[X][A][09][17]Duh! I'm a prodigy. I can recall[NL]most everything I see or hear.[A][NL]According to the book, revenants[NL]attack using razor-sharp claws.[X][A][NL]Sounds painful, wouldn't you say?[X][A][17][0C]Yes, er, well[X][16]... [16]Be that as it may, I[NL]must go aid those travelers outside.[A][NL]You should stay here within the[X][NL]safety of the village.[A][09]Very well. I don't mind staying here.[X][NL]In fact, it seems the smarter choice.[X][A][15][0C][11][09]Magic is far more powerful than any[X][NL]monster's claws.[A][NL]The thickest hide and strongest armor[X][NL]are useless against magic's power.[A][NL]Yes, I suppose I could have studied[X][NL]swords, but only magic is worthy of me.[X][A][NL]Even if this village were to be assaulted[X][NL]by monsters, I could defend it perfectly.[X][A]
0x09A6	[0A][10][02][NL][0C][10][1A][NL][0C]Travelers, you must listen to me! The[X][NL]ancient forest of Za'ha is dangerous.[X][A][NL]Head south and pass through this place[NL]before the fiends surround you![X][A][0A]Who are you?[A][0C]My name is Artur.[X][A][NL]The temple has assigned me the task of[NL]cleansing the forest of these[X][16]...[X][16]things.[X][A][NL]There are so many of the fiends, though.[NL]I wonder if I stand much chance alone.[A][NL]So if you would, please flee now while[NL]you have the chance.[A][0A]Fiends?[X][A][NL]You're not talking about the same fiends[NL]that served the ancient Demon King?[X][A][NL]That can't be right[X][16]... [16]They're nothing[X][NL]but legends and fairy tales[X][16]...[X][16][A][0C]Yes, I felt the same when I heard.[A][NL]And yet here they are. This place[X][NL]is filled with them.[A][NL]I wonder how far they've spread[X][16]...[X][16][NL]Surely they're not in Renais alone.[X][A][0A]But[X][16]...[X][16]why are they here? How?[X][A][08][10][04][NL][08]Beware, Your Highness![NL]Something approaches![X][A]
0x09A7	[09][10][1A][NL][09]Please allow me to deal with this.[A][15][09]Evil shade! May the blessed light[X][NL]drive you from this land![X][A]
0x09A8	[09][10][04][NL][09]We ought to help. He can't fight[NL]them all alone. Do you have orders?[X][A]
